Name,Price,Old Price,Discount,Rating,Items Left
Air P4 Black Edition 3rd Generation Titanium Quality,KSh 660,"KSh 1,300",49%,3.7 out of 5,
Ramtons RG/537-2 Burner Super Slim Ceramic Top (1YR WRTY),"KSh 7,750",,,4.6 out of 5,
Ramtons RM/670 Ramtons18 Inch + Orbit Fan (1YR WRTY),"KSh 7,600",,,5 out of 5,
6 IN 1 USB Hub 4K Type-C Vers HDMI Compatible VGA USB 3.0 Pd 87w Adaptateur,"KSh 1,999","KSh 2,552",22%,4.8 out of 5,
"3 In 1 Cordless Handheld Vacuum Cleaner, Car, USB Charging, Keyboard Cleaner","KSh 1,120","KSh 1,882",40%,3.6 out of 5,
Ramtons RM/225-Cordless Kettle 1.7Lts - White & Blue.. (1YR WRTY),"KSh 2,330",,,4.6 out of 5,
TWS Bluetooth Earphone Wireless Head-mounted Black,KSh 650,KSh 999,35%,3 out of 5,
Ramtons RM/641-FORBES AEON CATRIDGE 4000LTR (1 YR WRTY),"KSh 3,100",,,,
"S6 Electric Toothbrush, IPX7 Waterproof, USB Rechargeable Toothbrush - Green","KSh 1,250","KSh 2,060",39%,4.2 out of 5,
Ramtons RM/465-Professional Hair Dryer 1800W- Black (1YR WRTY),"KSh 4,100",,,4.7 out of 5,
Fashion Simple Digital Leather Belt Woman Quartz Watchs,KSh 459,KSh 799,43%,3.5 out of 5,
4 Tier Rotating Jewelry Box With Mirror - Blue,KSh 920,"KSh 1,620",43%,3.5 out of 5,
LED Curing Lamp Nail Gel Polish Dryer Lamp - Pink,"KSh 1,036","KSh 2,031",49%,2 out of 5,
Fashion Men's Casual Pants  High Quality Pant,KSh 910,"KSh 1,516",40%,4.5 out of 5,
Fashion Simple Exquisite Sweet Butterfly Earrings Necklace,KSh 299,KSh 399,25%,5 out of 5,
Universal Car Steering Wheel Cover - Dark Mahogany Brown Gloss Finish,KSh 345,KSh 676,49%,4 out of 5,
"26cm RGB Ring Light Tripod For Photography,Video, And Makeup","KSh 1,099","KSh 1,900",42%,,
Fashion Mens Sneakers Shoes Breathable Shoes Summer Mesh Shoes,KSh 485 - KSh 490,KSh 890 - KSh 951,49%,5 out of 5,
Car Diagnostic Scanner Code Reader OBD2 - Orange,"KSh 2,460","KSh 2,600",5%,2.5 out of 5,
W C Pixie Cut Wigs Short Afro Curly Full Wigs With Bangs - Grey 6inches,"KSh 1,799","KSh 2,199",18%,,
Ramtons RF/177- 2 Door Direct Cool Fridge - 128 Litres - Titan Steel (1YR WRTY),"KSh 37,100",,,4.4 out of 5,
Fashion CP Thick Insert Eyeglass Frame,KSh 195,KSh 382,49%,3 out of 5,
Fashion Women's Watch Fashion Gold Rose Women's,KSh 530,KSh 914,42%,4.1 out of 5,
Fashion 5 Pairs Women's Socks Lady Short Socks Thin Crystal Transparent Silk Socks Black,KSh 399,KSh 699,43%,,
"Fashion Women Solid Color Off Shoulder Club Party Jumpsuit 2pcs Spring And Fall,Red","KSh 1,149","KSh 2,114",46%,4 out of 5,
Oraimo FreePods 4 Active Noise Cancellation Easy Control APP Wireless Stereo Earbuds,"KSh 4,959","KSh 7,719",36%,4.6 out of 5,
Fashion Men's Mesh Wearable Casual Sneakers,"KSh 1,249","KSh 1,599",22%,,
15-in-1 Portable Multitool Hammer Knife Outdoor Tool,"KSh 1,865","KSh 1,990",6%,5 out of 5,
LASA 6 Shelf Kitchen Microwave Stand,"KSh 10,850","KSh 16,865",36%,4.5 out of 5,
140W 12V/24V Intelligent LCD Electric Charger - Red And Black,"KSh 1,690","KSh 3,314",49%,4 out of 5,
Full Touch Screen Smart Watch Fashion Dual Strap Combination Watch,"KSh 1,088","KSh 1,680",35%,3 out of 5,
Fashion Jade Amulet Unisex Necklace Natural Hand-carved Jewelry Pendant,KSh 119,KSh 233,49%,1.5 out of 5,
5-Gear Digital Display Baby Bottle Warmer Bag Milk Warmer,"KSh 1,480","KSh 2,800",47%,3.5 out of 5,
USB HUB 7Ports 3.0 USB Adapter High Speed Data Transfer,"KSh 1,000","KSh 2,000",50%,5 out of 5,
"Kezuri Basin Pillar Tap,Basin Faucet, Single Cold Faucet For Bathroom Sink",KSh 590,KSh 790,25%,5 out of 5,
Fashion Large Capacity Bag Crocodile Print Fashion All-in-one Tote Bag,KSh 608,KSh 899,32%,,
LASA 35cm Silent Wall Swing Clock,"KSh 1,495","KSh 2,950",49%,5 out of 5,
Tent With 3-4People In A Large Green Orange Space,"KSh 3,999","KSh 4,899",18%,,
Disaar 2 Pcs Disaar Hair Removal Cream Fast-Action Armpits Breasts Arms Bikini Area Vegan All Type Of Skin,KSh 599,"KSh 1,500",60%,,
"Automotive Rubber Seal Strip, Sound Insulation, Water Leakage Prevention",KSh 920,"KSh 1,273",28%,4.1 out of 5,
Ramtons RW/160-10KG Washer + 6KG Dryer- Dark Silver (1YR WRTY),"KSh 98,799","KSh 111,500",11%,5 out of 5,
BOMGE 4-Channel Dynamic Wireless Microphone System Red And Grey,"KSh 5,200","KSh 8,441",38%,4.9 out of 5,
Fashion Diamond Ladies Wristwatch Stainless Steel,KSh 683,"KSh 1,172",42%,4 out of 5,
Fashion Casual Women's Shoes-black&pink,KSh 799,KSh 979,18%,4.3 out of 5,
Air 31 Crystal Clear Bluetooth 5.3 Headset With Clear Charging Case Subwoofer Stereo LED Display,KSh 699,"KSh 1,390",50%,5 out of 5,
Fashion Business Quartz Watch Men Top Luxury Wrist Watches,KSh 950,"KSh 1,188",20%,4.2 out of 5,
10-Inch Nordic Simple Solid Color Silent Decorative Clock - White,"KSh 1,450","KSh 2,310",37%,4.6 out of 5,
LASA 5-Drawer Storage - Rustic Brown,"KSh 7,550","KSh 9,965",24%,5 out of 5,
LASA Durable Pet Cover Hammock For Cars Suvs,"KSh 2,950",,,5 out of 5,
Fashion Elegant Ladies' Women Watch - Gold,KSh 500,KSh 990,49%,3 out of 5,
Mythco Portable Solar Lighting Bulb Rechargeable LED Solar Lights,KSh 893,"KSh 1,814",51%,4 out of 5,
Ramtons RF/244 -2 Door Direct Cool Fridge- 213 Litres - Mar Silver (1YR WRTY),"KSh 47,300",,,4.2 out of 5,
Fashion Men's Quartz Watch - Black/Brown,KSh 691,"KSh 1,382",50%,3 out of 5,
Smart Watch Bluetooth Calling 1.39inch HD,"KSh 3,799","KSh 4,990",24%,4.1 out of 5,
Ramtons RM/684-25 LITERS MICROWAVE+GRILL (1YR WRTY),"KSh 16,390",,,5 out of 5,
"Fashion Men's Vintage PU Leather Shoulder Bag,Casual Handbag,Travel Backpack-Vertical","KSh 1,590","KSh 2,680",41%,5 out of 5,
"LASA CE-LINK USB Printer & Scanner 3m Cable For HP, Canon, Epson & Samsung",KSh 500,KSh 960,48%,5 out of 5,
LASA Versatile Rustic Bar Table,"KSh 5,650","KSh 7,950",29%,5 out of 5,
LASA 5-Drawer Storage - Dark Grey,"KSh 7,250","KSh 10,475",31%,4 out of 5,
LASA 9 Cube Wire Metal Grid Bookcase Shelf Storage Cabinet Organizer,"KSh 4,050","KSh 6,950",42%,,
4MP WIFI Camera With Screen One-Touch Video Call Indoor Baby Monitor Camera,"KSh 1,435","KSh 2,833",49%,,
"Ramtons RM/290, Rice Cooker + Steamer 2.8Lts - Silver & White (1YR WRTY)","KSh 7,100",,,4 out of 5,
"General Motors Leather Center Armrest Mat, Car Anti-Slip Armrest Mat",KSh 410,KSh 712,42%,5 out of 5,
LASA ADJ MAX 1.2M HEIGHT SIT TO STAND STANDING DESK,"KSh 22,350","KSh 39,950",44%,,
Fashion Men Business PU Leather Crossbody Bag,"KSh 1,799","KSh 3,299",45%,4.4 out of 5,
Edifier NeoBuds S Hi-Res ANC Earbuds With LHDC Noise-canceling Unique,"KSh 9,990","KSh 16,990",41%,,
Wooden Gua Sha  Tools Relieve Sore Muscles Massager Carbonized,"KSh 2,841","KSh 3,080",8%,5 out of 5,
LASA 8-Drawer Storage - Black,"KSh 8,150","KSh 11,050",26%,,
1 Pack Slow Rebound Neck Pillow Sleep Pillow Memory Foam Pillow,"KSh 1,860","KSh 2,350",21%,3 out of 5,
14 Inch Home Theater 3D Screen Amplifier,KSh 634,"KSh 1,300",51%,3.6 out of 5,
Fashion Stainless Steel Mesh Band Quartz Watch Unisex Watches,KSh 459,KSh 888,48%,3 out of 5,
12 In 1 Scientific Solar Robot Kit For Children Aged 8 To 13,"KSh 1,860","KSh 2,380",22%,,
Catpapa Baby Girls Polkadot Print Jumpsuit White Sleeveless Romper,KSh 878,"KSh 1,463",40%,4.6 out of 5,
Wireless Headset Volume Control Is Lightweight And Foldable-BLACK,KSh 780,"KSh 1,000",22%,5 out of 5,
Edifier X2S Bluetooth 5.3 Wireless Earphone Game Mode,"KSh 3,399","KSh 4,990",32%,4.4 out of 5,
"BIOAQUA 3 Pcs Rice Facial Serum, Soap & Cream Anti-Aging Exfoliating Whitening & Moisturizing Skin Care Set",KSh 849,"KSh 1,500",43%,5 out of 5,
"LASA TV Stand Leg Table Top For 32-70"" TV","KSh 1,601","KSh 2,400",33%,5 out of 5,
"10 LED Vanity Mirror Lamps, Hollywood Door Control, 3 Colors, 12V USB Bulb","KSh 1,599","KSh 2,765",42%,4.3 out of 5,
Smart Watch Bluetooth Call Waterproof 1.62inch 466*466 AMOLD,"KSh 4,990","KSh 6,999",29%,4.7 out of 5,
Five Finger Wrist Puller， Finger Strength ，Muscle Recovery Gym Workout Trainer,KSh 860,"KSh 1,250",31%,,
3 In 1 Color Motivational Water Bottle With Stickers-Pink,"KSh 1,459","KSh 2,100",31%,4.7 out of 5,
LASA 6-Drawer Storage - Dark Grey,"KSh 6,750","KSh 9,475",29%,,
Fashion Long Wallets For Men Leather Wallet With Zipper,KSh 850,"KSh 1,400",39%,5 out of 5,
High Precision Luggage Digital Scale Backlight Hanging Scale,KSh 466,KSh 800,42%,5 out of 5,
Lenovo LP7 Bluetooth Hands-Free Dual Stereo Bass Headset Black,"KSh 1,799","KSh 2,999",40%,4 out of 5,
Ramtons RM/588-23LT Microwave- Black (1YR WRTY),"KSh 13,450",,,4.6 out of 5,
LASA Set Of 2 Side Coffee Tables Robust Steel Frame,"KSh 9,050","KSh 12,950",30%,5 out of 5,
Self-adhesive Waterproof Marble Wallpaper -- 60*300cm,KSh 998,"KSh 1,560",36%,,
"C Idea 9 Inches Android 12 Tablets WiFi 256GB SIM,1280 * 800,8000mAh Battery Tablet Red","KSh 9,448","KSh 18,625",49%,5 out of 5,
LASA CE-LINK USB 2.0 Type-C To Type-B Square Printing Line 2M,KSh 577,KSh 795,27%,5 out of 5,
Ramtons CF/232 - 190L Freezer + Icepak Ext Condenser - White (1YR WRTY),"KSh 47,250",,,4.8 out of 5,
Fashion His Queen Her King Titanium Steel Couple Bracelets Wrist Chain Jewelry,KSh 211,KSh 413,49%,3 out of 5,
Ramtons RM/289 - Rice Cooker + Steamer 1.8Lts - White (1YR WRTY),"KSh 5,670",,,4.3 out of 5,
Multifunctional Desktop Cosmetic Storage Box High-end Exquisite Mirror - Green,"KSh 1,980","KSh 3,280",40%,5 out of 5,
1080P 25pin (24+1) DVI-D To VGA Adapter For PC Laptops,KSh 405,KSh 669,39%,5 out of 5,
Fashion Mens Sneakers Shoes Breathable Shoes Loafer Shoes Summer Mesh Shoes,KSh 485 - KSh 490,KSh 890 - KSh 951,49%,2 out of 5,
"Rex Smart Electric Eyelash Curler, Heated Rechargeable Eyelash  Curler, Lightweight, 5V",KSh 499,KSh 549,9%,,
4K DisplayPort To DisplayPort Cable - 4K 60Hz & 2K 144Hz Monitor Support,KSh 599 - KSh 788,"KSh 988 - KSh 1,199",39%,5 out of 5,
Oraimo PowerShield C10 10.5W Wall Charger Kit Fast Charging,KSh 519,KSh 950,45%,5 out of 5,
LASA USB C 3.1 Cable 1M Male To Female Extension,"KSh 1,106","KSh 1,200",8%,,
Fashion Canvas Bag Large Capacity Shopping Bag For Women Mommy Tote Bag,KSh 608,KSh 899,32%,,
Double Layer Glacier Pattern Clear Cosmetic Organizer - Glossy Black,"KSh 1,199","KSh 2,162",45%,5 out of 5,
Ramtons RM/682-20 LITERS MICROWAVE+GRILL MIRROR FINISH (1YR WRTY),"KSh 12,450",,,4.6 out of 5,
LASA 8-Tier Floor Standing Tree Bookshelf- Rustic Brown,"KSh 7,350","KSh 12,950",43%,5 out of 5,
Fashion Rope Woven Star Moon Minimalist Couple Necklace,KSh 249,KSh 399,38%,4.5 out of 5,
3x Unisex Velvet Bandana Durag Headwear Silk Pirate Hat Wrap Hat,"KSh 1,756","KSh 1,980",11%,,
Ramtons RF/497- 4gas 60*60 Stainless Steel Cooker (1YR WRTY),"KSh 61,199","KSh 68,430",11%,,
Ramtons RM/564 - 2 Slice Stainless Steel Toaster - Silver (1YR WRTY),"KSh 3,290",,,4.4 out of 5,
Fashion High Quality Business Casual Backpack - Matte Black,"KSh 1,840","KSh 2,100",12%,3.3 out of 5,
Fashion Realistic Fake Penis Sex Toys,"KSh 1,499","KSh 1,999",25%,3.3 out of 5,
Exfoilating Sponge For Body Cleaning Dead Skin Remover Massager Cleaning Shower Brush Peeling,"KSh 1,519","KSh 1,620",6%,5 out of 5,
Ramtons RG/501 - Double Burner Gas Cooker - Black (1YR WRTY),"KSh 8,400",,,4.1 out of 5,
LED Magnifier Light Portable Desk LED Lamp Facial Magnifying Glass Lights,"KSh 1,999","KSh 2,820",29%,5 out of 5,
Fashion Men's Sleeveless Casual Top,KSh 490,KSh 817,40%,5 out of 5,
Buletooth Speaker Wireless Subwoofer Outdoor Portable Bass,KSh 899,"KSh 1,299",31%,3.7 out of 5,
LASA 7-Drawer Storage - Dark Grey,"KSh 6,150","KSh 9,265",34%,,
Portable Home Electric Mini Sewing Machine,"KSh 2,844","KSh 2,980",5%,3.3 out of 5,
Fashion Men's Casual Pants  High Quality Pant,KSh 910,"KSh 1,516",40%,4 out of 5,
Buletooth Speaker Wireless Subwoofer Outdoor Portable Bass,KSh 899,"KSh 1,299",31%,3.7 out of 5,
LASA 7-Drawer Storage - Dark Grey,"KSh 6,150","KSh 9,265",34%,,
Portable Home Electric Mini Sewing Machine,"KSh 2,844","KSh 2,980",5%,3.3 out of 5,
Fashion Men's Casual Pants  High Quality Pant,KSh 910,"KSh 1,516",40%,4 out of 5,
XS8 Pro Ultra Smartwatch Bluetooth Call,"KSh 2,466","KSh 3,437",28%,3.3 out of 5,
Big Yellow Round Mosquito Net For Single Bed-FREE SIZE.,KSh 850,"KSh 1,647",48%,,
Fashionable And Charming Mysterious Eyeball Protection Lucky Bracelet,KSh 317,KSh 585,46%,,
Men's Fashion Watches - Luxury Quartz Watches - Sports Waterproof Watches (Black),KSh 493,KSh 966,49%,4 out of 5,
Fashion Men's Watch Sports Calendar Waterproof Stainless Steel Quartz Watch - Black,"KSh 1,080","KSh 1,520",29%,4.2 out of 5,
Fashion Men Short Wallets Business Billfold Horizontal Wallet Credit Card Holder-Black,KSh 349,KSh 499,30%,3.9 out of 5,
Fashion Luxury Women's Watch Leather Quartz Watch Clock,KSh 359,KSh 499,28%,5 out of 5,
"Fashion Men's Wallet, Leather Pocket Zip Coin Purse, Card Holder, Clutch, Short - Black","KSh 1,550","KSh 2,274",32%,4.7 out of 5,
Fashion Round Computer Glasses Optics Thick-rimmed Eyewear Frames,KSh 235,KSh 460,49%,4.7 out of 5,
LASA 2 SHELF ROUND SIDE TABLE,"KSh 4,750","KSh 6,950",32%,,
Fashion Martin Boots Men's Tooling All-match High-top Shoes,"KSh 2,000","KSh 3,900",49%,3 out of 5,
Konka Portable Mini Electric Shaver Beard Trimmer Razor Wet And Dry Use Tape C Charge Black,"KSh 2,380","KSh 2,725",13%,1 out of 5,
Lenovo XT88 BT5.3 Wireless Game Headphone Bag Safety Rope,"KSh 1,599","KSh 1,999",20%,,
Fashion Exquisite Butterfly Hair Clip Silver Color,KSh 150,KSh 299,50%,,
Car Battery Charger 12V/24V Pulse Repair Starter,"KSh 2,900","KSh 4,500",36%,4.7 out of 5,
Ramtons RM/310- Microwave+Grill 20Litres - Silver (1YR WRTY),"KSh 12,290",,,4.5 out of 5,
10-Inch Nordic Simple Solid Color Silent Decorative Clock - Black,"KSh 1,399","KSh 2,310",39%,2 out of 5,
New Fashion Women Men Universal Electronic Smart Watch DZ09,"KSh 1,690","KSh 2,560",34%,3.4 out of 5,
"Fashion 2pcs Men's Short-sleeved T-shirt + Shorts Set, Casual Sports Loose Suit - Black","KSh 1,050","KSh 1,558",33%,3 out of 5,
Ramtons RF/215 - 1 Door Fridge 90 Litres - Silver (1YR WRTY),"KSh 24,000",,,4.2 out of 5,
"Ramtons RC/607- 3G+1E 60X60 Black Cooker, (1YR WRTY)","KSh 48,995",,,,
Suitable For Youtube TikTok Video Live Broadcast Ring Light,KSh 660,"KSh 1,333",50%,3.3 out of 5,
"Bluetooth Portable Speaker, Hollow Design, High Quality, Multi-function, TF","KSh 1,320","KSh 2,580",49%,4.3 out of 5,
Fashion Men's Real Leather Quartz Watch Top Luxury,KSh 462,KSh 905,49%,1 out of 5,
Fashion 2 In 1 Men Underwear Boxers Panties Comfortable Soft,KSh 446,KSh 899,50%,,
Fashion Men's Sneakers Breathable Mesh Casual Shoes Running Shoes,KSh 999,"KSh 1,599",38%,3.5 out of 5,
"Kezuri Angle Valve ,Faucet Valve,  1/2"" Water Triangle Valve For Kitchen Bathroom",KSh 203,KSh 398,49%,5 out of 5,
Ramtons RF/265 - 527L Side By Side LED Fridge - Silver (1YR WRTY),"KSh 149,300",,,5 out of 5,
LPG168 Carburetor Dual Fuel For 168F 170F GX200 Gas Gasoline Generator Machine,"KSh 2,840","KSh 3,328",15%,2.5 out of 5,
Ramtons RM/438 - Euro DLX Cordless Kettle - 1.7 Litres - Silver (1YR WRTY),"KSh 3,120",,,4.4 out of 5,
Full Touch Screen Watch - For Android & IOS,"KSh 1,199","KSh 2,158",44%,3 out of 5,
Fashion Women 2 Pieces Sport Outfit T Shirt Top Bodycan Shorts Set Workout Tracksuit,"KSh 1,300","KSh 1,800",28%,,
"Aojezor Small Toilet Paper Holder Stand,Bathroom Storage Cabinet For Small Space - AJ59","KSh 1,999","KSh 4,284",53%,,
Fashion Retro Women's PU Carrying Shoulder Bag - Brown,"KSh 1,680","KSh 2,790",40%,3.8 out of 5,
Fashion Letters Canvas Bag Tote Bags Korean Shoulder Sling,KSh 500,"KSh 1,000",50%,2 out of 5,
Fashion 0-3 Years Toddler Baby Boy 2PCS Set/Formal Occasion Short Sleeve Shirt+Shorts,"KSh 1,618","KSh 2,696",40%,,
Cell Phone Stand Aluminum Alloy Foldable Tablet Phone Holder For Desk,KSh 750,"KSh 1,500",50%,5 out of 5,
"Bathroom Towel Rack, Multipurpose Storage Rack - Black","KSh 1,599","KSh 2,200",27%,3 out of 5,
"USB Mini/Small Ceiling Fan,Outdoor Tent Camping Student Dormitory Fan - Blue","KSh 2,080","KSh 3,890",47%,4 out of 5,
26cm LED Ring Light Tripod For Photography Video And Makeup,"KSh 1,450","KSh 2,690",46%,,
D-ildo Pants Suspenders L-esbian Pantie Sex Games,"KSh 1,685","KSh 2,664",37%,4 out of 5,
Fashion Luxury Brand Watch FamousSports Quartz Watches,KSh 990,"KSh 1,186",17%,4.1 out of 5,
"2 In 1 USB 3.0 To Ttype-C 1:2 Adapter, Cable, For Mobile Phone And Tablet-Black",KSh 420,KSh 451,7%,,
Ramtons RF/249-213L 2Door Direct Cool Blue Fridge (1YR WRTY),"KSh 47,300",,,4 out of 5,
37 Grids Silicon Ice Cube Maker Tray With Top Cover DIY Chocolate Mould Tray,"KSh 1,549","KSh 1,770",12%,5 out of 5,
Fashion 3 Piece Men's Gift Set: Watch + Necklace + Bracelet (gold),KSh 550,"KSh 1,077",49%,,
Lenovo XT62 Headset Bluetooth 5.3 Low Latency,KSh 999,"KSh 1,599",38%,4 out of 5,
Heavy Metal Manual Hand Juice Extractor Squeezer,"KSh 1,954","KSh 2,280",14%,5 out of 5,
3D Vintage DIY Silent Mirror Wall Clock,KSh 550,KSh 750,27%,4.1 out of 5,
Ramtons RA/100-2.1CH 50W SUBWOOFER (1YR WRTY),"KSh 7,995",,,4 out of 5,
Large Construction Truck - Dump Truck Transport - Red (with Doll + Stones),"KSh 1,690","KSh 2,400",30%,,
JZ-1088E Hearing Aid Sound Amplifier For Children And Adult,"KSh 3,656","KSh 4,100",11%,4 out of 5,
Retractable Duster Stainless Steel Long Handle Dusting Brush Car Household Cleaner,"KSh 1,293","KSh 1,380",6%,,
Fashion Womens Summer 2 Piece Outfits Lounge Workout Sets Tank Tops And Shorts With Belt,"KSh 1,650","KSh 2,200",25%,2.5 out of 5,
"3-in-1 Men's Electric Shaver, Electric Trimmer, Hair Clipper, Hair Tool - Gold","KSh 2,150","KSh 3,882",45%,5 out of 5,
Fashion Ellipse Rhinestone Quartz Wrist Watches For Women,KSh 516,KSh 904,43%,3.8 out of 5,
Fashion Jade Amulet Unisex Necklace Natural Hand-carved Jewelry Pendant,KSh 133,KSh 261,49%,,
Fashion 15.6-inch Men's Anti-Theft Lightweight Business PC Hard Shell Backpack - Gray,"KSh 1,840","KSh 2,199",16%,,
LASA Industrial Wall-Hanging Clothes Rail - Blac- 2 Pack,"KSh 5,750","KSh 7,950",28%,5 out of 5,
Ramtons RM/253 - Double Spiral Plate Cooker - White. (1YR WRTY),"KSh 8,920",,,5 out of 5,
Ramtons RM/580-Blender+Mill 1.5 Litres 2 Speed- S/Steel (1 YR WRTY),"KSh 6,240",,,4.7 out of 5,
Home Living Room Bedroom Entrance Wine Cellar Desk Clock Display - Home - Black,"KSh 1,199","KSh 1,660",28%,5 out of 5,
Breathable Ice Silk Face Mask Cool Bandana Neck Gaiter,KSh 250,KSh 500,50%,5 out of 5,
Fashion 2pcs Men Underwear Boxers Panties Comfortable Soft,KSh 385,KSh 755,49%,,
1300Mbps USB 3.0 WiFi Bluetooth Adapter 2in1 Dongle Dual Band 2.4G&5GHz WiFi,"KSh 2,947","KSh 2,999",2%,5 out of 5,
Fashion Cat Lovers Sweater Chain Men And Women Pendant Hip Hop Necklace,KSh 199,KSh 299,33%,3 out of 5,
Wireless On-Ear Headset Headphone With Microphone HiFi BT5,"KSh 2,588","KSh 5,176",50%,5 out of 5,
LASA Abdominal And Back Trainer 6 In 1 - Body Trainer,"KSh 12,150","KSh 18,500",34%,4.5 out of 5,
High Quality Fashionable PU Leather Business Laptop Bag For Men,"KSh 2,980","KSh 3,699",19%,5 out of 5,
"Fashion 2pcs Men's Fashion Short Sleeve T-shirt + Shorts Set, Youth Sportswear Set-Black","KSh 1,320","KSh 2,200",40%,5 out of 5,
Wireless Milk Foamer Coffee Whisk Mixer Electric Blender Egg Beater Mini,"KSh 1,454","KSh 1,560",7%,3 out of 5,
"Men's Fashionable And Versatile Leather Shoes, Classic Business Shoes","KSh 2,000","KSh 3,558",44%,1 out of 5,
Fashion Couple Heart Necklace-Silver,KSh 145,KSh 284,49%,,
Double Outlet Angle Water Triangle Stainless Steel Bathroom,KSh 920,"KSh 1,580",42%,,
2 Pcs Magic Nose Shaper Lifting Bridge Straightening Clip,KSh 99,KSh 150,34%,,
Fashion Polarized Sunglasses Retro Sunglasses,KSh 550,KSh 890,38%,3.9 out of 5,
3CM X 5M Nano Tape Double Sided Tape Wall Sticker Velcro,KSh 629,"KSh 1,150",45%,3.5 out of 5,
"Wireless Lavalier Microphone For Android, Apple - Black","KSh 4,200","KSh 7,800",46%,5 out of 5,
"USB C To Printer Cable USB Type C To Type B Compatible With MIDI,Printers",KSh 738,"KSh 1,038",29%,5 out of 5,
LASA Industrial Style Round Coffee Lounge Canteen Table,"KSh 9,950","KSh 14,500",31%,5 out of 5,
Fashion Ladies Watch Bracelet 5Pcs/Set Bracelet Watch Set Pink,KSh 799,"KSh 1,399",43%,4 out of 5,
Ramtons RM/328 - 20L Manual Microwave - White (1YR WRTY),"KSh 10,490",,,4.2 out of 5,
"Ramtons RM/338 - Hot, Normal & Cold Free Standing Water Dispenser (1YR WRTY)","KSh 23,400",,,5 out of 5,
Ramtons RG/529 - 2 Burner Gas Cooker Ceramic Top - Grey. (1YR WRTY),"KSh 10,140",,,4.3 out of 5,
Portable Electric Fruit Juicer Blender Handheld Smoothie Milkshake Maker,"KSh 1,302","KSh 1,380",6%,,
24 Grid Rainbow Hand-knitted Diy Colorful Rubber Band Bracelet Set,KSh 980,"KSh 1,340",27%,,
Bike Phone Bag Waterproof With Touch-Screen For Phone 6.5,"KSh 1,250","KSh 2,500",50%,5 out of 5,
USB 3.0 SATA Male Converter Cable To 2.5/3.5 Inch HDD/SSD Drive Cable - 0.4M-UK,"KSh 1,120","KSh 2,008",44%,,
InPods 4 Pro Bluetooth Headset Sports Waterproof Wireless Earbuds,KSh 590,KSh 980,40%,,
Automatic Tent Cabin 4 Person Large Camping Ground - Green,"KSh 5,699","KSh 6,399",11%,5 out of 5,
Ramtons CF/236-282L Freezer +Icepak External Condenser- White. (1YR WRTY),"KSh 62,900",,,5 out of 5,
Fashion Cross Sliver Pendant On Cuban Chain Necklace-Sliver,KSh 925,"KSh 1,814",49%,,
490*190*150cm Waterproof Car Cover - Black,"KSh 2,880","KSh 4,399",35%,4 out of 5,
Binnys Black Plus Size Underwire Comfortable Lace Design Bra For Women,KSh 499,"KSh 1,100",55%,,
Mini Air Conditioner Electric Fan Portable Conditioning,"KSh 2,100","KSh 2,600",19%,4 out of 5,
LASA 3 Tier Rustic Caster Trolley,"KSh 6,500","KSh 12,950",50%,5 out of 5,
UMIDIGI AirBuds Pro Wireless Earbuds Bluetooth Earphone-Red,"KSh 1,750","KSh 3,500",50%,4 out of 5,
Lenovo XT61 Bluetooth 5.3 Earbuds Clip Ear Earphones Headset,"KSh 2,099","KSh 2,599",19%,2.3 out of 5,
"K400 Portable Voice Amplifier, Megaphone With Wired Microphone, Speaker, FM Radio","KSh 1,600","KSh 2,290",30%,,
"Men's Electric Shaver, Rechargeable Hair Clipper, Hair/Beard Trimmer, Waterproof Shavers - Gold","KSh 2,590","KSh 3,780",31%,2.5 out of 5,
Ramtons RM/179 - Dry  Iron - White (1YR WRTY),"KSh 2,180",,,4.4 out of 5,
"10pcs  Anti Snoring Nose Clamp Device, Anti Snoring Device, Respiratory Corrector","KSh 1,858","KSh 3,399",45%,5 out of 5,
Ultrasonic Sonic Electric Toothbrush Rechargeable,"KSh 1,050","KSh 1,250",16%,4.3 out of 5,
LASA BOOKCASE FREESTANDING BOOKSHELF WITH OPEN SHELVES,"KSh 10,650","KSh 18,500",42%,5 out of 5,
Ramtons RG/516 - 2 Burner Gas Cooker - Black (1YR WRTY),"KSh 7,100",,,4.2 out of 5,
Watch 1.6inch Smartwatch AMOLED 454 * 454,"KSh 2,999","KSh 3,999",25%,3.8 out of 5,
Fashion Personalised Women Trend Watch - Black,KSh 360,KSh 700,49%,5 out of 5,
"Fashion 2pcs Men's Short Sleeve T-Shirt+Shorts, Youth Casual Sports Suit, Homewear-Black","KSh 1,380","KSh 1,745 - KSh 2,480",44%,5 out of 5,
4 Pieces/set Of High-pressure External Faucet Shower Heads-3 Water Modes,KSh 650,"KSh 1,178",45%,,
Ramtons FORBES NECTAR 4000LT NXT GRAVITY PURIFIER - RM/677  (1YR WRTY),"KSh 12,950",,,4.7 out of 5,
Fashion Anti Blue Computer Glasses LEORADR,KSh 280,KSh 549,49%,3 out of 5,
Fashion 1 Pair Of Couple Wrist Watch Casual PU Leather,KSh 790,"KSh 1,183",33%,4 out of 5,
Casual Shoulder Sports Sling Bag Chest Bag Crossbody Bag-white,KSh 690,"KSh 1,000",31%,,
Ramtons RW/153- 12KG Front Load Washing Machine-Dark Silver (1YR WRTY),"KSh 93,500",,,5 out of 5,
Fashion 4 In 1 Men's Milk Silk Briefs,KSh 730,KSh 980,26%,4 out of 5,
