Date,Product,Market Area,Wholesale Price,Retail Price,Quantity Supplied,County Area
11/11/2021,Dry Onions,Nakuru Wakulima,60,80,3500,Nakuru
11/11/2021,Dry Onions,Kagio,53.75,60,48000,Kirinyaga
11/11/2021,Water Melon,Kagio,25,40,80000,Kirinyaga
11/11/2021,Water Melon,Nakuru Top Market,80,120,300,Nakuru
11/11/2021,Banana (Ripening),Kagio,16.67,20,30000,Kirinyaga
11/11/2021,Banana (Ripening),Nakuru Top Market,50,80,300,Nakuru
11/11/2021,Oranges,Kagio,50,60,600,Kirinyaga
11/11/2021,Mangoes,Kagio,10,20,48000,Kirinyaga
11/11/2021,Mangoes,Nakuru Wakulima,31.43,75,0,Nakuru
11/11/2021,Mangoes,Nakuru Top Market,50,70,300,Nakuru
11/11/2021,Kales/Sukuma Wiki,Kagio,20,25,2100,Kirinyaga
11/11/2021,Spinach,Kagio,20,25,2450,Kirinyaga
11/11/2021,Banana (Cooking),Kagio,10,13,50000,Kirinyaga
11/12/2021,Dry Maize,Ngurubani Market,26.67,31,3000,Kirinyaga
11/12/2021,Dry Maize,Nyamakima,31,45,50000,Nairobi
11/12/2021,Dry Maize,Gakoromone,31.11,40,4000,Meru
11/12/2021,Dry Maize,Gikomba,30,45,60000,Nairobi
11/12/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/12/2021,Dry Maize,Nakuru Wakulima,28.89,35,1350,Nakuru
11/12/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
11/12/2021,Dry Maize,Soko mpya,76,80,720,Nyandarua
11/12/2021,White Irish Potatoes,Ngurubani Market,12,16.67,20000,Kirinyaga
11/12/2021,White Irish Potatoes,Nakuru Wakulima,36,40,4500,Nakuru
11/12/2021,Dry Onions,Ngurubani Market,40,50,2500,Kirinyaga
11/12/2021,Dry Onions,Gakoromone,40,60,3000,Meru
11/12/2021,Dry Onions,Gikomba,37.5,40,2000,Nairobi
11/12/2021,Dry Onions,Nakuru Wakulima,60,80,0,Nakuru
11/12/2021,Dry Onions,Soko mpya,70,80,5000,Nyandarua
11/12/2021,Water Melon,Nakuru Top Market,60,100,1000,Nakuru
11/12/2021,Water Melon,Ngurubani Market,20,30,7000,Kirinyaga
11/12/2021,Water Melon,Gikomba,80,110,1000,Nairobi
11/12/2021,Water Melon,Soko mpya,37.5,50,1000,Nyandarua
11/12/2021,Banana (Ripening),Nakuru Top Market,26.67,80,240,Nakuru
11/12/2021,Banana (Ripening),Soko mpya,20,40,3000,Nyandarua
11/12/2021,Oranges,Gikomba,80,110,0.5,Nairobi
11/12/2021,Oranges,Soko mpya,40,50,2500,Nyandarua
11/12/2021,Mangoes,Nakuru Top Market,20,80,300,Nakuru
11/12/2021,Mangoes,Nakuru Wakulima,31.43,75,0,Nakuru
11/12/2021,Mangoes,Soko mpya,40,60,2000,Nyandarua
11/12/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,600,Kirinyaga
11/12/2021,Kales/Sukuma Wiki,Gakoromone,40,100,1000,Meru
11/12/2021,Kales/Sukuma Wiki,Gakoromone,40,100,1000,Meru
11/12/2021,Kales/Sukuma Wiki,Gikomba,25,40,200,Nairobi
11/12/2021,Kales/Sukuma Wiki,Soko mpya,13.33,20,450,Nyandarua
11/12/2021,Spinach,Ngurubani Market,18,30,450,Kirinyaga
11/12/2021,Spinach,Gikomba,25,30,500,Nairobi
11/12/2021,Spinach,Soko mpya,14,30,500,Nyandarua
11/12/2021,Banana (Cooking),Ngurubani Market,17.5,30,3500,Kirinyaga
11/12/2021,Banana (Cooking),Gakoromone,60,80,4000,Meru
11/12/2021,Banana (Cooking),Gikomba,38,50,1000,Nairobi
11/12/2021,Banana (Cooking),Soko mpya,13.33,20,2000,Nyandarua
11/13/2021,White Irish Potatoes,Ol-Kalou,13,17.65,1500,Nyandarua
11/13/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
11/13/2021,Water Melon,Ol-Kalou,28,35,1200,Nyandarua
11/13/2021,Oranges,Ol-Kalou,60,80,900,Nyandarua
11/13/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,500,Nyandarua
11/13/2021,Spinach,Ol-Kalou,13,20,500,Nyandarua
11/13/2021,Banana (Cooking),Ol-Kalou,10,20,2500,Nyandarua
11/14/2021,Dry Maize,Kasuku,30,40,90,Nyandarua
11/14/2021,Dry Onions,Kasuku,50,70,3000,Nyandarua
11/14/2021,Water Melon,Kasuku,50,60,600,Nyandarua
11/14/2021,Banana (Ripening),Kasuku,25,40,2500,Nyandarua
11/14/2021,Oranges,Kasuku,40,60,400,Nyandarua
11/14/2021,Kales/Sukuma Wiki,Kasuku,10,20,150,Nyandarua
11/14/2021,Spinach,Kasuku,15,25,250,Nyandarua
11/14/2021,Banana (Cooking),Kasuku,30,40,1000,Nyandarua
11/15/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/15/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
11/15/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
11/15/2021,Dry Maize,Kutus,30,35.52,10800,Kirinyaga
11/15/2021,Dry Maize,Kagio,30,32,540,Kirinyaga
11/15/2021,Dry Maize,Soko mpya,40,50,720,Nyandarua
11/15/2021,White Irish Potatoes,Nakuru Wakulima,36,40,5000,Nakuru
11/15/2021,White Irish Potatoes,Kagio,24,28,32000,Kirinyaga
11/15/2021,Dry Onions,Nakuru Wakulima,70,80,3500,Nakuru
11/15/2021,Dry Onions,Kutus,50,60,2600,Kirinyaga
11/15/2021,Dry Onions,Kagio,56.25,70,32000,Kirinyaga
11/15/2021,Dry Onions,Soko mpya,60,70,600,Nyandarua
11/15/2021,Water Melon,Kutus,25,35.34,3450,Kirinyaga
11/15/2021,Water Melon,Kagio,20,40,100000,Kirinyaga
11/15/2021,Banana (Ripening),Kagio,16.67,20,30000,Kirinyaga
11/15/2021,Oranges,Kutus,60,70,2500,Kirinyaga
11/15/2021,Oranges,Kagio,50,60,800,Kirinyaga
11/15/2021,Mangoes,Nakuru Wakulima,31.43,90,0,Nakuru
11/15/2021,Mangoes,Kagio,25.13,40,200,Kirinyaga
11/15/2021,Mangoes,Kagio,12.5,15,7200,Kirinyaga
11/15/2021,Kales/Sukuma Wiki,Nakuru Top Market,20,40,100,Nakuru
11/15/2021,Kales/Sukuma Wiki,Kutus,15,25,750,Kirinyaga
11/15/2021,Kales/Sukuma Wiki,Kagio,25,30,1750,Kirinyaga
11/15/2021,Kales/Sukuma Wiki,Soko mpya,13.33,20,450,Nyandarua
11/15/2021,Spinach,Nakuru Top Market,30,50,300,Nakuru
11/15/2021,Spinach,Kagio,25,30,1540,Kirinyaga
11/15/2021,Banana (Cooking),Nakuru Top Market,40,90,400,Nakuru
11/15/2021,Banana (Cooking),Kutus,7.5,19.01,18200,Kirinyaga
11/15/2021,Banana (Cooking),Kutus,10,8,58400,Kirinyaga
11/15/2021,Banana (Cooking),Kagio,10,12.5,50000,Kirinyaga
11/15/2021,Banana (Cooking),Soko mpya,10,20,2000,Nyandarua
11/16/2021,Dry Maize,Nakuru Wakulima,28.89,35,95,Nakuru
11/16/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/16/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
11/16/2021,Dry Maize,Ngurubani Market,26.67,31,3000,Kirinyaga
11/16/2021,Dry Maize,Maua,31.11,35,7200,Meru
11/16/2021,Dry Maize,Nkubu,31.11,35,810,Meru
11/16/2021,White Irish Potatoes,Maua,24,30,16000,Meru
11/16/2021,White Irish Potatoes,Ngurubani Market,12,17.78,20000,Kirinyaga
11/16/2021,White Irish Potatoes,Nkubu,36,50,4000,Meru
11/16/2021,White Irish Potatoes,Mairo-inya,20,30,5000,Nyandarua
11/16/2021,Dry Onions,Maua,40,60,5000,Meru
11/16/2021,Dry Onions,Ngurubani Market,40,60,4000,Kirinyaga
11/16/2021,Dry Onions,Nakuru Wakulima,60,80,0,Nakuru
11/16/2021,Dry Onions,Nkubu,40,50,2400,Meru
11/16/2021,Dry Onions,Naivasha Market,60,70,2130,Nakuru
11/16/2021,Dry Onions,Mairo-inya,40,60,1000,Nyandarua
11/16/2021,Water Melon,Ngurubani Market,20,30,15000,Kirinyaga
11/16/2021,Water Melon,Naivasha Market,35,50,28000,Nakuru
11/16/2021,Water Melon,Mairo-inya,30,40,5000,Nyandarua
11/16/2021,Banana (Ripening),Naivasha Market,30,40,35360,Nakuru
11/16/2021,Banana (Ripening),Mairo-inya,60,80,3000,Nyandarua
11/16/2021,Oranges,Maua,57.14,80,700,Meru
11/16/2021,Oranges,Nkubu,33.33,70,1170,Meru
11/16/2021,Mangoes,Nkubu,33.33,50,1080,Meru
11/16/2021,Mangoes,Naivasha Market,30,40,4000,Nakuru
11/16/2021,Kales/Sukuma Wiki,Maua,10,20,600,Meru
11/16/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,650,Kirinyaga
11/16/2021,Kales/Sukuma Wiki,Naivasha Market,30,50,2000,Nakuru
11/16/2021,Kales/Sukuma Wiki,Mairo-inya,10,15,30,Nyandarua
11/16/2021,Spinach,Ngurubani Market,20,30,450,Kirinyaga
11/16/2021,Spinach,Naivasha Market,30,35,1000,Nakuru
11/16/2021,Spinach,Mairo-inya,10,20,30,Nyandarua
11/16/2021,Banana (Cooking),Ngurubani Market,17.5,30,3000,Kirinyaga
11/16/2021,Banana (Cooking),Naivasha Market,20,40,12960,Nakuru
11/16/2021,Banana (Cooking),Mairo-inya,60,80,5000,Nyandarua
11/17/2021,Dry Maize,Molo,24.44,26.67,3500,Nakuru
11/17/2021,Dry Maize,Kangeta,33.33,35,900,Meru
11/17/2021,Dry Maize,Soko mpya,35,40,630,Nyandarua
11/17/2021,White Irish Potatoes,Molo,12.86,11100,5000,Nakuru
11/17/2021,White Irish Potatoes,Ol-Kalou,13,16.47,1500,Nyandarua
11/17/2021,White Irish Potatoes,Kangeta,24,30,17000,Meru
11/17/2021,Dry Onions,Ol-Kalou,50,60,3000,Nyandarua
11/17/2021,Dry Onions,Molo,100,120,800,Nakuru
11/17/2021,Dry Onions,Nakuru Wakulima,60,80,3500,Nakuru
11/17/2021,Dry Onions,Kangeta,60,65,1200,Meru
11/17/2021,Dry Onions,Soko mpya,60,80,1000,Nyandarua
11/17/2021,Water Melon,Molo,60,90,480,Nakuru
11/17/2021,Water Melon,Ol-Kalou,40,60,1000,Nyandarua
11/17/2021,Water Melon,Kangeta,40,50,400,Meru
11/17/2021,Banana (Ripening),Molo,50,80,3400,Nakuru
11/17/2021,Banana (Ripening),Kangeta,20,25,800,Meru
11/17/2021,Banana (Ripening),Soko mpya,13.33,20,450,Nyandarua
11/17/2021,Oranges,Molo,50,80,1200,Nakuru
11/17/2021,Oranges,Ol-Kalou,60,80,900,Nyandarua
11/17/2021,Oranges,Kangeta,46.6,70,200,Meru
11/17/2021,Oranges,Soko mpya,30,50,3000,Nyandarua
11/17/2021,Mangoes,Molo,40,60,4000,Nakuru
11/17/2021,Mangoes,Kangeta,30.33,50,250,Meru
11/17/2021,Mangoes,Soko mpya,30,60,1000,Nyandarua
11/17/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,500,Nyandarua
11/17/2021,Kales/Sukuma Wiki,Kangeta,20,30,400,Meru
11/17/2021,Spinach,Ol-Kalou,13,20,500,Nyandarua
11/17/2021,Spinach,Molo,20,30,80,Nakuru
11/17/2021,Spinach,Kangeta,25,35,300,Meru
11/17/2021,Banana (Cooking),Ol-Kalou,10,20,2000,Nyandarua
11/17/2021,Banana (Cooking),Molo,0.03,35,8000,Nakuru
11/17/2021,Banana (Cooking),Kangeta,20,22.5,450,Meru
11/17/2021,Banana (Cooking),Soko mpya,10,20,900,Nyandarua
11/18/2021,Dry Maize,Kagio,30,32,540,Kirinyaga
11/18/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/18/2021,Dry Maize,Nakuru Wakulima,28.89,30,1540,Nakuru
11/18/2021,Dry Maize,Kutus,30,40.61,4500,Kirinyaga
11/18/2021,White Irish Potatoes,Kagio,20,24,40000,Kirinyaga
11/18/2021,Dry Onions,Kagio,56.25,70,32000,Kirinyaga
11/18/2021,Dry Onions,Kutus,50,70,1850,Kirinyaga
11/18/2021,Water Melon,Kagio,20,40,80000,Kirinyaga
11/18/2021,Water Melon,Kutus,25,28.9,4500,Kirinyaga
11/18/2021,Banana (Ripening),Kagio,16.67,20,22500,Kirinyaga
11/18/2021,Oranges,Kagio,50,60,800,Kirinyaga
11/18/2021,Oranges,Kutus,50,70,1000,Kirinyaga
11/18/2021,Mangoes,Kagio,45,60,900,Kirinyaga
11/18/2021,Mangoes,Kagio,12.5,30,9600,Kirinyaga
11/18/2021,Mangoes,Kutus,50,57.38,250,Kirinyaga
11/18/2021,Kales/Sukuma Wiki,Kagio,25,30,2450,Kirinyaga
11/18/2021,Kales/Sukuma Wiki,Kutus,15,20,650,Kirinyaga
11/18/2021,Spinach,Kagio,20,25,2310,Kirinyaga
11/18/2021,Spinach,Kutus,25,30,360,Kirinyaga
11/18/2021,Banana (Cooking),Kagio,15,17.5,30000,Kirinyaga
11/18/2021,Banana (Cooking),Kutus,10,14.65,20500,Kirinyaga
11/19/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/19/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
11/19/2021,Dry Maize,Ngurubani Market,27.78,32,3500,Kirinyaga
11/19/2021,Dry Maize,Soko mpya,35,40,900,Nyandarua
11/19/2021,White Irish Potatoes,Mairo-inya,20,30,5000,Nyandarua
11/19/2021,White Irish Potatoes,Ngurubani Market,13,19.44,20000,Kirinyaga
11/19/2021,Dry Onions,Mairo-inya,50,60,800,Nyandarua
11/19/2021,Dry Onions,Nakuru Wakulima,65,80,1800,Nakuru
11/19/2021,Dry Onions,Naivasha Market,60,70,2700,Nakuru
11/19/2021,Dry Onions,Ngurubani Market,50,60,3000,Kirinyaga
11/19/2021,Water Melon,Mairo-inya,20,30,10000,Nyandarua
11/19/2021,Water Melon,Naivasha Market,35,50,28000,Nakuru
11/19/2021,Water Melon,Ngurubani Market,25,35,15000,Kirinyaga
11/19/2021,Water Melon,Soko mpya,12.5,17.5,3000,Nyandarua
11/19/2021,Banana (Ripening),Mairo-inya,40,60,3000,Nyandarua
11/19/2021,Banana (Ripening),Naivasha Market,30,40,32000,Nakuru
11/19/2021,Banana (Ripening),Soko mpya,20,30,3000,Nyandarua
11/19/2021,Oranges,Mairo-inya,40,50,100,Nyandarua
11/19/2021,Oranges,Naivasha Market,50,70,14000,Nakuru
11/19/2021,Mangoes,Naivasha Market,30,40,28000,Nakuru
11/19/2021,Mangoes,Soko mpya,30,50,2000,Nyandarua
11/19/2021,Kales/Sukuma Wiki,Mairo-inya,15,25,30,Nyandarua
11/19/2021,Kales/Sukuma Wiki,Naivasha Market,30,40,2100,Nakuru
11/19/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,600,Kirinyaga
11/19/2021,Spinach,Mairo-inya,10,20,30,Nyandarua
11/19/2021,Spinach,Naivasha Market,30,50,1200,Nakuru
11/19/2021,Spinach,Ngurubani Market,20,30,500,Kirinyaga
11/19/2021,Banana (Cooking),Mairo-inya,60,80,2000,Nyandarua
11/19/2021,Banana (Cooking),Naivasha Market,20,40,14640,Nakuru
11/19/2021,Banana (Cooking),Ngurubani Market,17.5,30,3000,Kirinyaga
11/19/2021,Banana (Cooking),Soko mpya,10,20,1200,Nyandarua
11/20/2021,White Irish Potatoes,Ol-Kalou,13,17.65,1500,Nyandarua
11/20/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
11/20/2021,Water Melon,Ol-Kalou,40,60,1200,Nyandarua
11/20/2021,Oranges,Ol-Kalou,60,80,900,Nyandarua
11/20/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,500,Nyandarua
11/20/2021,Spinach,Ol-Kalou,13,20,500,Nyandarua
11/20/2021,Banana (Cooking),Ol-Kalou,10,20,3000,Nyandarua
11/21/2021,Dry Maize,Kasuku,30,40,90,Nyandarua
11/21/2021,Dry Onions,Kasuku,40,60,2500,Nyandarua
11/21/2021,Water Melon,Kasuku,35,60,600,Nyandarua
11/21/2021,Banana (Ripening),Kasuku,15,30,2500,Nyandarua
11/21/2021,Oranges,Kasuku,40,60,100,Nyandarua
11/21/2021,Kales/Sukuma Wiki,Kasuku,10,20,250,Nyandarua
11/21/2021,Spinach,Kasuku,15,20,400,Nyandarua
11/21/2021,Banana (Cooking),Kasuku,25,40,1500,Nyandarua
11/22/2021,Dry Maize,Nyamakima,31,40,60000,Nairobi
11/22/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
11/22/2021,Dry Maize,Nakuru Wakulima,136,150,0,Nakuru
11/22/2021,Dry Maize,Kutus,30,35.34,9000,Kirinyaga
11/22/2021,Dry Maize,Kagio,33.33,40,900,Kirinyaga
11/22/2021,Dry Maize,Soko mpya,35,40,900,Nyandarua
11/22/2021,White Irish Potatoes,Nakuru Top Market,44,50,500,Nakuru
11/22/2021,White Irish Potatoes,Nakuru Wakulima,36,40,0,Nakuru
11/22/2021,White Irish Potatoes,Kagio,24,28,40000,Kirinyaga
11/22/2021,Dry Onions,Nakuru Wakulima,60,80,0,Nakuru
11/22/2021,Dry Onions,Kagio,56.25,70,32000,Kirinyaga
11/22/2021,Dry Onions,Kutus,55,70,2350,Kirinyaga
11/22/2021,Dry Onions,Soko mpya,50,60,5000,Nyandarua
11/22/2021,Water Melon,Nakuru Top Market,60,100,500,Nakuru
11/22/2021,Water Melon,Kagio,20,40,80000,Kirinyaga
11/22/2021,Water Melon,Kutus,20,35.68,2350,Kirinyaga
11/22/2021,Water Melon,Soko mpya,120,125,2000,Nyandarua
11/22/2021,Banana (Ripening),Nakuru Top Market,25,60,400,Nakuru
11/22/2021,Banana (Ripening),Kagio,16.67,20,30000,Kirinyaga
11/22/2021,Banana (Ripening),Soko mpya,20,30,2000,Nyandarua
11/22/2021,Oranges,Kagio,50,60,700,Kirinyaga
11/22/2021,Oranges,Kutus,60,70,600,Kirinyaga
11/22/2021,Oranges,Soko mpya,50,60,3000,Nyandarua
11/22/2021,Mangoes,Nakuru Top Market,20,40,300,Nakuru
11/22/2021,Mangoes,Kagio,45,60,500,Kirinyaga
11/22/2021,Mangoes,Kagio,12.5,20,9600,Kirinyaga
11/22/2021,Mangoes,Kutus,37.17,44.61,800,Kirinyaga
11/22/2021,Mangoes,Soko mpya,30,50,2500,Nyandarua
11/22/2021,Kales/Sukuma Wiki,Nakuru Top Market,40,60,180,Nakuru
11/22/2021,Kales/Sukuma Wiki,Kagio,20,25,2450,Kirinyaga
11/22/2021,Kales/Sukuma Wiki,Kutus,10,20,550,Kirinyaga
11/22/2021,Kales/Sukuma Wiki,Soko mpya,13.33,20,900,Nyandarua
11/22/2021,Spinach,Nakuru Top Market,30,50,200,Nakuru
11/22/2021,Spinach,Kagio,20,25,2800,Kirinyaga
11/22/2021,Spinach,Kutus,20,30,700,Kirinyaga
11/22/2021,Spinach,Soko mpya,17.78,20,600,Nyandarua
11/22/2021,Banana (Cooking),Nakuru Top Market,40,80,500,Nakuru
11/22/2021,Banana (Cooking),Kagio,12.5,15,30000,Kirinyaga
11/22/2021,Banana (Cooking),Kutus,7.5,15.15,17000,Kirinyaga
11/22/2021,Banana (Cooking),Kutus,10,13.64,56600,Kirinyaga
11/22/2021,Banana (Cooking),Soko mpya,11.67,20,2000,Nyandarua
11/23/2021,Dry Maize,Ngurubani Market,27.22,32,3500,Kirinyaga
11/23/2021,Dry Maize,Nakuru Top Market,24.44,30,90,Nakuru
11/23/2021,Dry Maize,Maua,31.11,35,6300,Meru
11/23/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/23/2021,Dry Maize,Nkubu,33.33,35,2250,Meru
11/23/2021,White Irish Potatoes,Maua,24,30,18000,Meru
11/23/2021,White Irish Potatoes,Nakuru Wakulima,36,40,1500,Nakuru
11/23/2021,White Irish Potatoes,Nkubu,40,50,2340,Meru
11/23/2021,Dry Onions,Ngurubani Market,50,62.5,3000,Kirinyaga
11/23/2021,Dry Onions,Maua,45,60,5000,Meru
11/23/2021,Dry Onions,Naivasha Market,60,70,1830,Nakuru
11/23/2021,Dry Onions,Nakuru Wakulima,70,80,0,Nakuru
11/23/2021,Dry Onions,Nkubu,0.13,70,1800,Meru
11/23/2021,Banana (Ripening),Naivasha Market,30,40,23330,Nakuru
11/23/2021,Oranges,Naivasha Market,50,70,7000,Nakuru
11/23/2021,Oranges,Nkubu,33.33,50,1350,Meru
11/23/2021,Mangoes,Naivasha Market,30,40,5700,Nakuru
11/23/2021,Mangoes,Naivasha Market,40,60,7000,Nakuru
11/23/2021,Mangoes,Nkubu,33.33,70,1980,Meru
11/23/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,600,Kirinyaga
11/23/2021,Kales/Sukuma Wiki,Maua,10,20,500,Meru
11/23/2021,Kales/Sukuma Wiki,Naivasha Market,30,35,2250,Nakuru
11/23/2021,Spinach,Ngurubani Market,20,30,550,Kirinyaga
11/23/2021,Spinach,Naivasha Market,40,50,900,Nakuru
11/23/2021,Banana (Cooking),Ngurubani Market,17,30,3000,Kirinyaga
11/23/2021,Banana (Cooking),Naivasha Market,20,40,11880,Nakuru
11/24/2021,Dry Maize,Nakuru Wakulima,28.89,35,0,Nakuru
11/24/2021,Dry Maize,Nakuru Wakulima,140,150,0,Nakuru
11/24/2021,Dry Maize,Kangeta,30,35,990,Meru
11/24/2021,Dry Maize,Soko mpya,35,40,900,Nyandarua
11/24/2021,White Irish Potatoes,Ol-Kalou,13,20.59,1500,Nyandarua
11/24/2021,White Irish Potatoes,Nakuru Wakulima,37,40,0,Nakuru
11/24/2021,White Irish Potatoes,Kangeta,26,30,12750,Meru
11/24/2021,Dry Onions,Ol-Kalou,30,60,3500,Nyandarua
11/24/2021,Dry Onions,Nakuru Wakulima,70,80,900,Nakuru
11/24/2021,Dry Onions,Kangeta,60,65,1000,Meru
11/24/2021,Dry Onions,Soko mpya,50,70,1500,Nyandarua
11/24/2021,Water Melon,Kangeta,40,50,350,Meru
11/24/2021,Water Melon,Soko mpya,37.5,50,2500,Nyandarua
11/24/2021,Banana (Ripening),Kangeta,20,25,800,Meru
11/24/2021,Banana (Ripening),Soko mpya,20,30,3000,Nyandarua
11/24/2021,Oranges,Kangeta,46.6,70,250,Meru
11/24/2021,Oranges,Soko mpya,30,50,2000,Nyandarua
11/24/2021,Mangoes,Kangeta,30.33,50,300,Meru
11/24/2021,Mangoes,Soko mpya,16,20,2000,Nyandarua
11/24/2021,Kales/Sukuma Wiki,Ol-Kalou,13,20,500,Nyandarua
11/24/2021,Kales/Sukuma Wiki,Kangeta,25,40,450,Meru
11/24/2021,Kales/Sukuma Wiki,Soko mpya,13.33,20,450,Nyandarua
11/24/2021,Spinach,Ol-Kalou,13,20,500,Nyandarua
11/24/2021,Spinach,Kangeta,25,40,300,Meru
11/24/2021,Spinach,Soko mpya,22.22,30,700,Nyandarua
11/24/2021,Banana (Cooking),Ol-Kalou,10,20,3000,Nyandarua
11/24/2021,Banana (Cooking),Kangeta,20,22.5,450,Meru
11/24/2021,Banana (Cooking),Soko mpya,13.33,20,3000,Nyandarua
11/25/2021,Dry Maize,Kagio,33.33,40,900,Kirinyaga
11/25/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/25/2021,Dry Maize,Nakuru Wakulima,140,150,0,Nakuru
11/25/2021,Dry Maize,Kutus,30,36.97,4500,Kirinyaga
11/25/2021,White Irish Potatoes,Nakuru Wakulima,38,40,2000,Nakuru
11/25/2021,Dry Onions,Kagio,56.25,70,32000,Kirinyaga
11/25/2021,Dry Onions,Nakuru Wakulima,70,80,0,Nakuru
11/25/2021,Dry Onions,Kutus,66,80,1800,Kirinyaga
11/25/2021,Water Melon,Kagio,25,40,60000,Kirinyaga
11/25/2021,Water Melon,Kutus,20,30,28000,Kirinyaga
11/25/2021,Banana (Ripening),Kagio,13.33,16.7,30000,Kirinyaga
11/25/2021,Oranges,Kagio,50,60,700,Kirinyaga
11/25/2021,Oranges,Kutus,50,70,850,Kirinyaga
11/25/2021,Mangoes,Kagio,10,20,8400,Kirinyaga
11/25/2021,Kales/Sukuma Wiki,Kutus,10,20,1800,Kirinyaga
11/25/2021,Spinach,Kagio,20,25,2100,Kirinyaga
11/25/2021,Spinach,Kutus,20,30,750,Kirinyaga
11/25/2021,Banana (Cooking),Kagio,12.5,15,50000,Kirinyaga
11/25/2021,Banana (Cooking),Kutus,10,13.33,21000,Kirinyaga
11/26/2021,Dry Maize,Gakoromone,31.11,40,5000,Meru
11/26/2021,Dry Maize,Ngurubani Market,26.67,31,3000,Kirinyaga
11/26/2021,Dry Maize,Nakuru Wakulima,45,50,0,Nakuru
11/26/2021,Dry Maize,Nakuru Wakulima,28.89,30,0,Nakuru
11/26/2021,Dry Maize,Nakuru Wakulima,140,150,0,Nakuru
11/26/2021,White Irish Potatoes,Nakuru Wakulima,38,50,0,Nakuru
11/26/2021,White Irish Potatoes,Ngurubani Market,12,16.67,20000,Kirinyaga
11/26/2021,White Irish Potatoes,Mairo-inya,20,30,3000,Nyandarua
11/26/2021,Dry Onions,Gakoromone,40,60,2000,Meru
11/26/2021,Dry Onions,Naivasha Market,60,70,8500,Nakuru
11/26/2021,Dry Onions,Ngurubani Market,40,50,2000,Kirinyaga
11/26/2021,Dry Onions,Nakuru Wakulima,70,80,0,Nakuru
11/26/2021,Dry Onions,Mairo-inya,40,60,1000,Nyandarua
11/26/2021,Dry Onions,Soko mpya,70,100,5000,Nyandarua
11/26/2021,Water Melon,Gakoromone,40,60,5000,Meru
11/26/2021,Water Melon,Ngurubani Market,25,35,15000,Kirinyaga
11/26/2021,Water Melon,Mairo-inya,20,30,10000,Nyandarua
11/26/2021,Water Melon,Soko mpya,37.5,50,5000,Nyandarua
11/26/2021,Banana (Ripening),Naivasha Market,30,40,21300,Nakuru
11/26/2021,Banana (Ripening),Mairo-inya,60,80,3000,Nyandarua
11/26/2021,Banana (Ripening),Soko mpya,20,50,1500,Nyandarua
11/26/2021,Oranges,Gakoromone,33.71,100,3000,Meru
11/26/2021,Oranges,Naivasha Market,60,70,7000,Nakuru
11/26/2021,Oranges,Mairo-inya,50,70,40,Nyandarua
11/26/2021,Oranges,Soko mpya,60,100,500,Nyandarua
11/26/2021,Mangoes,Naivasha Market,40,60,7000,Nakuru
11/26/2021,Mangoes,Nakuru Wakulima,40,60,0,Nakuru
11/26/2021,Mangoes,Soko mpya,60,100,2000,Nyandarua
11/26/2021,Kales/Sukuma Wiki,Gakoromone,60,80,1000,Meru
11/26/2021,Kales/Sukuma Wiki,Naivasha Market,30,40,3200,Nakuru
11/26/2021,Kales/Sukuma Wiki,Ngurubani Market,12,20,500,Kirinyaga
11/26/2021,Kales/Sukuma Wiki,Mairo-inya,20,30,50,Nyandarua
11/26/2021,Kales/Sukuma Wiki,Soko mpya,13.33,20,750,Nyandarua
11/26/2021,Spinach,Naivasha Market,40,50,1200,Nakuru
11/26/2021,Spinach,Ngurubani Market,20,30,400,Kirinyaga
11/26/2021,Spinach,Mairo-inya,20,30,30,Nyandarua
11/26/2021,Spinach,Soko mpya,15.56,20,600,Nyandarua
11/26/2021,Banana (Cooking),Gakoromone,40,60,4000,Meru
11/26/2021,Banana (Cooking),Naivasha Market,20,40,6690,Nakuru
11/26/2021,Banana (Cooking),Ngurubani Market,17.5,30,3500,Kirinyaga
11/26/2021,Banana (Cooking),Mairo-inya,60,80,2500,Nyandarua
11/26/2021,Banana (Cooking),Soko mpya,13.33,20,4000,Nyandarua
